hid,specialty,hospital,hgroup,dm_wait,patients,wait,rptid,status_date
8,Otolaryngology (ENT),Galway University Hospital,Saolta University Health Care Group,A,785,All Waiting,rpt01,28/05/2015
8,Pain Relief,Galway University Hospital,Saolta University Health Care Group,A,455,All Waiting,rpt01,28/05/2015
8,Plastic Surgery,Galway University Hospital,Saolta University Health Care Group,A,1090,All Waiting,rpt01,28/05/2015
8,Respiratory Medicine,Galway University Hospital,Saolta University Health Care Group,A,180,All Waiting,rpt01,28/05/2015
8,Urology,Galway University Hospital,Saolta University Health Care Group,A,1208,All Waiting,rpt01,28/05/2015
8,Vascular Surgery,Galway University Hospital,Saolta University Health Care Group,A,422,All Waiting,rpt01,28/05/2015
8,Small Volume Specialities,Galway University Hospital,Saolta University Health Care Group,A,8,All Waiting,rpt01,28/05/2015
9,General Surgery,Kerry General Hospital,South/South West Hospital Group,A,50,All Waiting,rpt01,28/05/2015
9,Gynaecology,Kerry General Hospital,South/South West Hospital Group,A,10,All Waiting,rpt01,28/05/2015
9,Orthopaedics,Kerry General Hospital,South/South West Hospital Group,A,101,All Waiting,rpt01,28/05/2015
9,Otolaryngology (ENT),Kerry General Hospital,South/South West Hospital Group,A,33,All Waiting,rpt01,28/05/2015
10,Cardiology,Letterkenny General Hospital,Saolta University Health Care Group,A,50,All Waiting,rpt01,28/05/2015
10,General Medicine,Letterkenny General Hospital,Saolta University Health Care Group,A,128,All Waiting,rpt01,28/05/2015
10,General Surgery,Letterkenny General Hospital,Saolta University Health Care Group,A,935,All Waiting,rpt01,28/05/2015
10,Gynaecology,Letterkenny General Hospital,Saolta University Health Care Group,A,368,All Waiting,rpt01,28/05/2015
10,Ophthalmology,Letterkenny General Hospital,Saolta University Health Care Group,A,23,All Waiting,rpt01,28/05/2015
10,Orthopaedics,Letterkenny General Hospital,Saolta University Health Care Group,A,375,All Waiting,rpt01,28/05/2015
10,Urology,Letterkenny General Hospital,Saolta University Health Care Group,A,241,All Waiting,rpt01,28/05/2015
10,Vascular Surgery,Letterkenny General Hospital,Saolta University Health Care Group,A,14,All Waiting,rpt01,28/05/2015
11,Orthopaedics,Lourdes Orthopaedic Hospital Kilcreene,South/South West Hospital Group,A,272,All Waiting,rpt01,28/05/2015
12,General Surgery,Louth County Hospital,RCSI Hospitals Group,A,121,All Waiting,rpt01,28/05/2015
12,Geriatric Medicine,Louth County Hospital,RCSI Hospitals Group,A,144,All Waiting,rpt01,28/05/2015
12,Gynaecology,Louth County Hospital,RCSI Hospitals Group,A,39,All Waiting,rpt01,28/05/2015
12,Ophthalmology,Louth County Hospital,RCSI Hospitals Group,A,135,All Waiting,rpt01,28/05/2015
12,Urology,Louth County Hospital,RCSI Hospitals Group,A,108,All Waiting,rpt01,28/05/2015
12,Small Volume Specialities,Louth County Hospital,RCSI Hospitals Group,A,2,All Waiting,rpt01,28/05/2015
13,General Surgery,Mallow General Hospital,South/South West Hospital Group,A,21,All Waiting,rpt01,28/05/2015
13,Small Volume Specialities,Mallow General Hospital,South/South West Hospital Group,A,7,All Waiting,rpt01,28/05/2015
14,Cardiology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,1198,All Waiting,rpt01,28/05/2015
14,Cardio-Thoracic Surgery,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,134,All Waiting,rpt01,28/05/2015
14,Dental Surgery,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,16,All Waiting,rpt01,28/05/2015
14,Gastro-Intestinal Surgery,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,385,All Waiting,rpt01,28/05/2015
14,General Surgery,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,304,All Waiting,rpt01,28/05/2015
14,Gynaecology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,94,All Waiting,rpt01,28/05/2015
14,Ophthalmology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,1742,All Waiting,rpt01,28/05/2015
14,Orthopaedics,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,229,All Waiting,rpt01,28/05/2015
14,Otolaryngology (ENT),Mater Misericordiae University Hospital,Ireland East Hospital Group,A,159,All Waiting,rpt01,28/05/2015
14,Pain Relief,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,315,All Waiting,rpt01,28/05/2015
14,Plastic Surgery,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,179,All Waiting,rpt01,28/05/2015
14,Respiratory Medicine,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,5,All Waiting,rpt01,28/05/2015
14,Rheumatology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,7,All Waiting,rpt01,28/05/2015
14,Urology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,761,All Waiting,rpt01,28/05/2015
14,Vascular Surgery,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,229,All Waiting,rpt01,28/05/2015
14,Small Volume Specialities,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,1,All Waiting,rpt01,28/05/2015
15,Gynaecology,Mayo General Hospital,Saolta University Health Care Group,A,314,All Waiting,rpt01,28/05/2015
15,Orthopaedics,Mayo General Hospital,Saolta University Health Care Group,A,574,All Waiting,rpt01,28/05/2015
15,Small Volume Specialities,Mayo General Hospital,Saolta University Health Care Group,A,3,All Waiting,rpt01,28/05/2015
16,Gastro-Enterology,Mercy University Hospital,South/South West Hospital Group,A,16,All Waiting,rpt01,28/05/2015
16,Gastro-Intestinal Surgery,Mercy University Hospital,South/South West Hospital Group,A,56,All Waiting,rpt01,28/05/2015
16,General Surgery,Mercy University Hospital,South/South West Hospital Group,A,204,All Waiting,rpt01,28/05/2015
16,Hepato-Biliary Surgery,Mercy University Hospital,South/South West Hospital Group,A,133,All Waiting,rpt01,28/05/2015
16,Ophthalmology,Mercy University Hospital,South/South West Hospital Group,A,11,All Waiting,rpt01,28/05/2015
16,Pain Relief,Mercy University Hospital,South/South West Hospital Group,A,467,All Waiting,rpt01,28/05/2015
16,Respiratory Medicine,Mercy University Hospital,South/South West Hospital Group,A,52,All Waiting,rpt01,28/05/2015
16,Urology,Mercy University Hospital,South/South West Hospital Group,A,290,All Waiting,rpt01,28/05/2015
16,Vascular Surgery,Mercy University Hospital,South/South West Hospital Group,A,150,All Waiting,rpt01,28/05/2015
16,Small Volume Specialities,Mercy University Hospital,South/South West Hospital Group,A,8,All Waiting,rpt01,28/05/2015
17,General Surgery,Midland Regional Hospital Mullingar,Ireland East Hospital Group,A,104,All Waiting,rpt01,28/05/2015
17,Gynaecology,Midland Regional Hospital Mullingar,Ireland East Hospital Group,A,161,All Waiting,rpt01,28/05/2015
17,Small Volume Specialities,Midland Regional Hospital Mullingar,Ireland East Hospital Group,A,1,All Waiting,rpt01,28/05/2015
18,General Surgery,Midland Regional Hospital Portlaoise,Dublin Midlands Hospital Group,A,62,All Waiting,rpt01,28/05/2015
18,Gynaecology,Midland Regional Hospital Portlaoise,Dublin Midlands Hospital Group,A,70,All Waiting,rpt01,28/05/2015
18,Pain Relief,Midland Regional Hospital Portlaoise,Dublin Midlands Hospital Group,A,7,All Waiting,rpt01,28/05/2015
18,Urology,Midland Regional Hospital Portlaoise,Dublin Midlands Hospital Group,A,74,All Waiting,rpt01,28/05/2015
18,Small Volume Specialities,Midland Regional Hospital Portlaoise,Dublin Midlands Hospital Group,A,1,All Waiting,rpt01,28/05/2015
19,Cardiology,Midland Regional Hospital Tullamore,Dublin Midlands Hospital Group,A,92,All Waiting,rpt01,28/05/2015
19,General Surgery,Midland Regional Hospital Tullamore,Dublin Midlands Hospital Group,A,98,All Waiting,rpt01,28/05/2015
19,Orthopaedics,Midland Regional Hospital Tullamore,Dublin Midlands Hospital Group,A,855,All Waiting,rpt01,28/05/2015
19,Otolaryngology (ENT),Midland Regional Hospital Tullamore,Dublin Midlands Hospital Group,A,1100,All Waiting,rpt01,28/05/2015
19,Small Volume Specialities,Midland Regional Hospital Tullamore,Dublin Midlands Hospital Group,A,6,All Waiting,rpt01,28/05/2015
24,General Surgery,Naas General Hospital,Dublin Midlands Hospital Group,A,73,All Waiting,rpt01,28/05/2015
24,Small Volume Specialities,Naas General Hospital,Dublin Midlands Hospital Group,A,1,All Waiting,rpt01,28/05/2015
22,Dermatology,Nenagh Hospital,University of Limerick Hospital Group,A,11,All Waiting,rpt01,28/05/2015
22,General Surgery,Nenagh Hospital,University of Limerick Hospital Group,A,543,All Waiting,rpt01,28/05/2015
22,Maxillo-Facial,Nenagh Hospital,University of Limerick Hospital Group,A,15,All Waiting,rpt01,28/05/2015
22,Orthopaedics,Nenagh Hospital,University of Limerick Hospital Group,A,9,All Waiting,rpt01,28/05/2015
22,Urology,Nenagh Hospital,University of Limerick Hospital Group,A,33,All Waiting,rpt01,28/05/2015
22,Vascular Surgery,Nenagh Hospital,University of Limerick Hospital Group,A,35,All Waiting,rpt01,28/05/2015
22,Small Volume Specialities,Nenagh Hospital,University of Limerick Hospital Group,A,2,All Waiting,rpt01,28/05/2015
25,General Medicine,Our Lady of Lourdes Hospital Drogheda,RCSI Hospitals Group,A,6,All Waiting,rpt01,28/05/2015
25,General Surgery,Our Lady of Lourdes Hospital Drogheda,RCSI Hospitals Group,A,318,All Waiting,rpt01,28/05/2015
25,Gynaecology,Our Lady of Lourdes Hospital Drogheda,RCSI Hospitals Group,A,141,All Waiting,rpt01,28/05/2015
25,Otolaryngology (ENT),Our Lady of Lourdes Hospital Drogheda,RCSI Hospitals Group,A,505,All Waiting,rpt01,28/05/2015
25,Urology,Our Lady of Lourdes Hospital Drogheda,RCSI Hospitals Group,A,233,All Waiting,rpt01,28/05/2015
25,Small Volume Specialities,Our Lady of Lourdes Hospital Drogheda,RCSI Hospitals Group,A,3,All Waiting,rpt01,28/05/2015
26,Cardio-Thoracic Surgery,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,47,All Waiting,rpt01,28/05/2015
26,Dental Surgery,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,166,All Waiting,rpt01,28/05/2015
26,Dermatology,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,9,All Waiting,rpt01,28/05/2015
26,General Surgery,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,124,All Waiting,rpt01,28/05/2015
26,Maxillo-Facial,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,25,All Waiting,rpt01,28/05/2015
26,Ophthalmology,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,218,All Waiting,rpt01,28/05/2015
26,Orthopaedics,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,507,All Waiting,rpt01,28/05/2015
26,Otolaryngology (ENT),Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,354,All Waiting,rpt01,28/05/2015
26,Paed Cardiology,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,257,All Waiting,rpt01,28/05/2015
26,Paediatrics,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,176,All Waiting,rpt01,28/05/2015
26,Plastic Surgery,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,131,All Waiting,rpt01,28/05/2015
26,Respiratory Medicine,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,343,All Waiting,rpt01,28/05/2015
26,Rheumatology,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,29,All Waiting,rpt01,28/05/2015
26,Small Volume Specialities,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,24,All Waiting,rpt01,28/05/2015
27,Orthopaedics,Our Lady's Hospital Navan,Ireland East Hospital Group,A,328,All Waiting,rpt01,28/05/2015
27,Small Volume Specialities,Our Lady's Hospital Navan,Ireland East Hospital Group,A,3,All Waiting,rpt01,28/05/2015
42,Cardiology,"Peamount Hospital, Newcastle",NA,A,74,All Waiting,rpt01,28/05/2015
42,Dental Surgery,"Peamount Hospital, Newcastle",NA,A,68,All Waiting,rpt01,28/05/2015
42,Gastro-Intestinal Surgery,"Peamount Hospital, Newcastle",NA,A,5,All Waiting,rpt01,28/05/2015
42,General Medicine,"Peamount Hospital, Newcastle",NA,A,5,All Waiting,rpt01,28/05/2015
42,General Surgery,"Peamount Hospital, Newcastle",NA,A,70,All Waiting,rpt01,28/05/2015
42,Gynaecology,"Peamount Hospital, Newcastle",NA,A,91,All Waiting,rpt01,28/05/2015
42,Maxillo-Facial,"Peamount Hospital, Newcastle",NA,A,254,All Waiting,rpt01,28/05/2015
42,Ophthalmology,"Peamount Hospital, Newcastle",NA,A,1063,All Waiting,rpt01,28/05/2015
42,Otolaryngology (ENT),"Peamount Hospital, Newcastle",NA,A,369,All Waiting,rpt01,28/05/2015
42,Urology,"Peamount Hospital, Newcastle",NA,A,140,All Waiting,rpt01,28/05/2015
42,Vascular Surgery,"Peamount Hospital, Newcastle",NA,A,15,All Waiting,rpt01,28/05/2015
29,General Surgery,Roscommon County Hospital,Saolta University Health Care Group,A,28,All Waiting,rpt01,28/05/2015
29,Plastic Surgery,Roscommon County Hospital,Saolta University Health Care Group,A,585,All Waiting,rpt01,28/05/2015
29,Vascular Surgery,Roscommon County Hospital,Saolta University Health Care Group,A,10,All Waiting,rpt01,28/05/2015
30,Ophthalmology,Royal Victoria Eye and Ear Hospital,Ireland East Hospital Group,A,1773,All Waiting,rpt01,28/05/2015
30,Otolaryngology (ENT),Royal Victoria Eye and Ear Hospital,Ireland East Hospital Group,A,311,All Waiting,rpt01,28/05/2015
32,Dermatology,South Infirmary Victoria University Hospital,South/South West Hospital Group,A,22,All Waiting,rpt01,28/05/2015
32,General Surgery,South Infirmary Victoria University Hospital,South/South West Hospital Group,A,93,All Waiting,rpt01,28/05/2015
32,Gynaecology,South Infirmary Victoria University Hospital,South/South West Hospital Group,A,14,All Waiting,rpt01,28/05/2015
32,Ophthalmology,South Infirmary Victoria University Hospital,South/South West Hospital Group,A,840,All Waiting,rpt01,28/05/2015
32,Orthopaedics,South Infirmary Victoria University Hospital,South/South West Hospital Group,A,185,All Waiting,rpt01,28/05/2015
32,Otolaryngology (ENT),South Infirmary Victoria University Hospital,South/South West Hospital Group,A,216,All Waiting,rpt01,28/05/2015
32,Pain Relief,South Infirmary Victoria University Hospital,South/South West Hospital Group,A,89,All Waiting,rpt01,28/05/2015
32,Plastic Surgery,South Infirmary Victoria University Hospital,South/South West Hospital Group,A,195,All Waiting,rpt01,28/05/2015
32,Small Volume Specialities,South Infirmary Victoria University Hospital,South/South West Hospital Group,A,5,All Waiting,rpt01,28/05/2015
33,General Surgery,South Tipperary General Hospital,South/South West Hospital Group,A,168,All Waiting,rpt01,28/05/2015
33,Gynaecology,South Tipperary General Hospital,South/South West Hospital Group,A,17,All Waiting,rpt01,28/05/2015
33,Small Volume Specialities,South Tipperary General Hospital,South/South West Hospital Group,A,6,All Waiting,rpt01,28/05/2015
34,General Surgery,St. Columcille's Hospital,Ireland East Hospital Group,A,37,All Waiting,rpt01,28/05/2015
34,Urology,St. Columcille's Hospital,Ireland East Hospital Group,A,12,All Waiting,rpt01,28/05/2015
34,Small Volume Specialities,St. Columcille's Hospital,Ireland East Hospital Group,A,3,All Waiting,rpt01,28/05/2015
35,Cardiology,St. James's Hospital,Dublin Midlands Hospital Group,A,208,All Waiting,rpt01,28/05/2015
35,Cardio-Thoracic Surgery,St. James's Hospital,Dublin Midlands Hospital Group,A,130,All Waiting,rpt01,28/05/2015
35,Dermatology,St. James's Hospital,Dublin Midlands Hospital Group,A,105,All Waiting,rpt01,28/05/2015
35,General Surgery,St. James's Hospital,Dublin Midlands Hospital Group,A,782,All Waiting,rpt01,28/05/2015
35,Geriatric Medicine,St. James's Hospital,Dublin Midlands Hospital Group,A,81,All Waiting,rpt01,28/05/2015
35,Gynaecology,St. James's Hospital,Dublin Midlands Hospital Group,A,101,All Waiting,rpt01,28/05/2015
35,Maxillo-Facial,St. James's Hospital,Dublin Midlands Hospital Group,A,574,All Waiting,rpt01,28/05/2015
35,Orthopaedics,St. James's Hospital,Dublin Midlands Hospital Group,A,346,All Waiting,rpt01,28/05/2015
35,Otolaryngology (ENT),St. James's Hospital,Dublin Midlands Hospital Group,A,318,All Waiting,rpt01,28/05/2015
35,Pain Relief,St. James's Hospital,Dublin Midlands Hospital Group,A,392,All Waiting,rpt01,28/05/2015
35,Plastic Surgery,St. James's Hospital,Dublin Midlands Hospital Group,A,772,All Waiting,rpt01,28/05/2015
35,Respiratory Medicine,St. James's Hospital,Dublin Midlands Hospital Group,A,9,All Waiting,rpt01,28/05/2015
35,Urology,St. James's Hospital,Dublin Midlands Hospital Group,A,440,All Waiting,rpt01,28/05/2015
35,Vascular Surgery,St. James's Hospital,Dublin Midlands Hospital Group,A,860,All Waiting,rpt01,28/05/2015
35,Small Volume Specialities,St. James's Hospital,Dublin Midlands Hospital Group,A,10,All Waiting,rpt01,28/05/2015
36,Anaesthetics,St. John's Hospital Limerick,University of Limerick Hospital Group,A,281,All Waiting,rpt01,28/05/2015
36,General Medicine,St. John's Hospital Limerick,University of Limerick Hospital Group,A,6,All Waiting,rpt01,28/05/2015
36,General Surgery,St. John's Hospital Limerick,University of Limerick Hospital Group,A,494,All Waiting,rpt01,28/05/2015
36,Gynaecology,St. John's Hospital Limerick,University of Limerick Hospital Group,A,30,All Waiting,rpt01,28/05/2015
36,Urology,St. John's Hospital Limerick,University of Limerick Hospital Group,A,95,All Waiting,rpt01,28/05/2015
37,General Surgery,St. Luke's General Hospital Kilkenny,Ireland East Hospital Group,A,349,All Waiting,rpt01,28/05/2015
37,Gynaecology,St. Luke's General Hospital Kilkenny,Ireland East Hospital Group,A,419,All Waiting,rpt01,28/05/2015
37,Small Volume Specialities,St. Luke's General Hospital Kilkenny,Ireland East Hospital Group,A,5,All Waiting,rpt01,28/05/2015
39,Anaesthetics,Tallaght Hospital,Dublin Midlands Hospital Group,A,16,All Waiting,rpt01,28/05/2015
39,Cardiology,Tallaght Hospital,Dublin Midlands Hospital Group,A,54,All Waiting,rpt01,28/05/2015
39,Dental Surgery,Tallaght Hospital,Dublin Midlands Hospital Group,A,6,All Waiting,rpt01,28/05/2015
39,Dermatology,Tallaght Hospital,Dublin Midlands Hospital Group,A,15,All Waiting,rpt01,28/05/2015
39,Gastro-Enterology,Tallaght Hospital,Dublin Midlands Hospital Group,A,480,All Waiting,rpt01,28/05/2015
39,General Surgery,Tallaght Hospital,Dublin Midlands Hospital Group,A,733,All Waiting,rpt01,28/05/2015
39,Gynaecology,Tallaght Hospital,Dublin Midlands Hospital Group,A,25,All Waiting,rpt01,28/05/2015
39,Haematology,Tallaght Hospital,Dublin Midlands Hospital Group,A,12,All Waiting,rpt01,28/05/2015
39,Nephrology,Tallaght Hospital,Dublin Midlands Hospital Group,A,6,All Waiting,rpt01,28/05/2015
39,Neurology,Tallaght Hospital,Dublin Midlands Hospital Group,A,16,All Waiting,rpt01,28/05/2015
39,Orthopaedics,Tallaght Hospital,Dublin Midlands Hospital Group,A,1097,All Waiting,rpt01,28/05/2015
39,Otolaryngology (ENT),Tallaght Hospital,Dublin Midlands Hospital Group,A,156,All Waiting,rpt01,28/05/2015
39,Paed Orthopaedic,Tallaght Hospital,Dublin Midlands Hospital Group,A,28,All Waiting,rpt01,28/05/2015
39,Paediatric ENT,Tallaght Hospital,Dublin Midlands Hospital Group,A,156,All Waiting,rpt01,28/05/2015
39,Paediatric Respiratory Medicine,Tallaght Hospital,Dublin Midlands Hospital Group,A,148,All Waiting,rpt01,28/05/2015
