hid,specialty,hospital,hgroup,dm_wait,patients,wait,rptid,status_date
8,Endocrinology,Galway University Hospital,Saolta University Health Care Group,A,88,All Waiting,rpt02,28/05/2015
8,Gastro-Enterology,Galway University Hospital,Saolta University Health Care Group,A,638,All Waiting,rpt02,28/05/2015
8,General Medicine,Galway University Hospital,Saolta University Health Care Group,A,1544,All Waiting,rpt02,28/05/2015
8,General Surgery,Galway University Hospital,Saolta University Health Care Group,A,1898,All Waiting,rpt02,28/05/2015
8,Geriatric Medicine,Galway University Hospital,Saolta University Health Care Group,A,74,All Waiting,rpt02,28/05/2015
8,Gynaecology,Galway University Hospital,Saolta University Health Care Group,A,2363,All Waiting,rpt02,28/05/2015
8,Haematology,Galway University Hospital,Saolta University Health Care Group,A,223,All Waiting,rpt02,28/05/2015
8,Infectious Diseases,Galway University Hospital,Saolta University Health Care Group,A,17,All Waiting,rpt02,28/05/2015
8,Nephrology,Galway University Hospital,Saolta University Health Care Group,A,324,All Waiting,rpt02,28/05/2015
8,Neurology,Galway University Hospital,Saolta University Health Care Group,A,1605,All Waiting,rpt02,28/05/2015
8,Oncology,Galway University Hospital,Saolta University Health Care Group,A,34,All Waiting,rpt02,28/05/2015
8,Ophthalmology,Galway University Hospital,Saolta University Health Care Group,A,1499,All Waiting,rpt02,28/05/2015
8,Oral Surgery,Galway University Hospital,Saolta University Health Care Group,A,1623,All Waiting,rpt02,28/05/2015
8,Orthopaedics,Galway University Hospital,Saolta University Health Care Group,A,4669,All Waiting,rpt02,28/05/2015
8,Otolaryngology (ENT),Galway University Hospital,Saolta University Health Care Group,A,4236,All Waiting,rpt02,28/05/2015
8,Paediatrics,Galway University Hospital,Saolta University Health Care Group,A,1341,All Waiting,rpt02,28/05/2015
8,Pathology,Galway University Hospital,Saolta University Health Care Group,A,6,All Waiting,rpt02,28/05/2015
8,Plastic Surgery,Galway University Hospital,Saolta University Health Care Group,A,2720,All Waiting,rpt02,28/05/2015
8,Respiratory Medicine,Galway University Hospital,Saolta University Health Care Group,A,708,All Waiting,rpt02,28/05/2015
8,Rheumatology,Galway University Hospital,Saolta University Health Care Group,A,1558,All Waiting,rpt02,28/05/2015
8,Urology,Galway University Hospital,Saolta University Health Care Group,A,3260,All Waiting,rpt02,28/05/2015
8,Vascular Surgery,Galway University Hospital,Saolta University Health Care Group,A,1901,All Waiting,rpt02,28/05/2015
9,Cardiology,Kerry General Hospital,South/South West Hospital Group,A,324,All Waiting,rpt02,28/05/2015
9,Dermatology,Kerry General Hospital,South/South West Hospital Group,A,372,All Waiting,rpt02,28/05/2015
9,Diabetes Mellitus,Kerry General Hospital,South/South West Hospital Group,A,39,All Waiting,rpt02,28/05/2015
9,Endocrinology,Kerry General Hospital,South/South West Hospital Group,A,23,All Waiting,rpt02,28/05/2015
9,Gastro-Enterology,Kerry General Hospital,South/South West Hospital Group,A,35,All Waiting,rpt02,28/05/2015
9,General Medicine,Kerry General Hospital,South/South West Hospital Group,A,397,All Waiting,rpt02,28/05/2015
9,General Surgery,Kerry General Hospital,South/South West Hospital Group,A,1532,All Waiting,rpt02,28/05/2015
9,Geriatric Medicine,Kerry General Hospital,South/South West Hospital Group,A,32,All Waiting,rpt02,28/05/2015
9,Gynaecology,Kerry General Hospital,South/South West Hospital Group,A,556,All Waiting,rpt02,28/05/2015
9,Nephrology,Kerry General Hospital,South/South West Hospital Group,A,8,All Waiting,rpt02,28/05/2015
9,Neurology,Kerry General Hospital,South/South West Hospital Group,A,290,All Waiting,rpt02,28/05/2015
9,Orthopaedics,Kerry General Hospital,South/South West Hospital Group,A,1935,All Waiting,rpt02,28/05/2015
9,Otolaryngology (ENT),Kerry General Hospital,South/South West Hospital Group,A,1227,All Waiting,rpt02,28/05/2015
9,Paediatrics,Kerry General Hospital,South/South West Hospital Group,A,221,All Waiting,rpt02,28/05/2015
9,Plastic Surgery,Kerry General Hospital,South/South West Hospital Group,A,140,All Waiting,rpt02,28/05/2015
9,Rheumatology,Kerry General Hospital,South/South West Hospital Group,A,579,All Waiting,rpt02,28/05/2015
10,Anaesthetics,Letterkenny General Hospital,Saolta University Health Care Group,A,57,All Waiting,rpt02,28/05/2015
10,Cardiology,Letterkenny General Hospital,Saolta University Health Care Group,A,753,All Waiting,rpt02,28/05/2015
10,Dermatology,Letterkenny General Hospital,Saolta University Health Care Group,A,657,All Waiting,rpt02,28/05/2015
10,General Medicine,Letterkenny General Hospital,Saolta University Health Care Group,A,2570,All Waiting,rpt02,28/05/2015
10,General Surgery,Letterkenny General Hospital,Saolta University Health Care Group,A,2054,All Waiting,rpt02,28/05/2015
10,Geriatric Medicine,Letterkenny General Hospital,Saolta University Health Care Group,A,106,All Waiting,rpt02,28/05/2015
10,Gynaecology,Letterkenny General Hospital,Saolta University Health Care Group,A,1504,All Waiting,rpt02,28/05/2015
10,Haematology,Letterkenny General Hospital,Saolta University Health Care Group,A,106,All Waiting,rpt02,28/05/2015
10,Maxillo-Facial,Letterkenny General Hospital,Saolta University Health Care Group,A,551,All Waiting,rpt02,28/05/2015
10,Nephrology,Letterkenny General Hospital,Saolta University Health Care Group,A,121,All Waiting,rpt02,28/05/2015
10,Neurology,Letterkenny General Hospital,Saolta University Health Care Group,A,433,All Waiting,rpt02,28/05/2015
10,Oncology,Letterkenny General Hospital,Saolta University Health Care Group,A,40,All Waiting,rpt02,28/05/2015
10,Orthopaedics,Letterkenny General Hospital,Saolta University Health Care Group,A,2848,All Waiting,rpt02,28/05/2015
10,Otolaryngology (ENT),Letterkenny General Hospital,Saolta University Health Care Group,A,3073,All Waiting,rpt02,28/05/2015
10,Paediatrics,Letterkenny General Hospital,Saolta University Health Care Group,A,441,All Waiting,rpt02,28/05/2015
10,Urology,Letterkenny General Hospital,Saolta University Health Care Group,A,1051,All Waiting,rpt02,28/05/2015
12,Endocrinology,Louth County Hospital,RCSI Hospitals Group,A,355,All Waiting,rpt02,28/05/2015
12,General Medicine,Louth County Hospital,RCSI Hospitals Group,A,66,All Waiting,rpt02,28/05/2015
12,General Surgery,Louth County Hospital,RCSI Hospitals Group,A,403,All Waiting,rpt02,28/05/2015
12,Gynaecology,Louth County Hospital,RCSI Hospitals Group,A,349,All Waiting,rpt02,28/05/2015
12,Ophthalmology,Louth County Hospital,RCSI Hospitals Group,A,127,All Waiting,rpt02,28/05/2015
12,Orthopaedics,Louth County Hospital,RCSI Hospitals Group,A,657,All Waiting,rpt02,28/05/2015
12,Paediatrics,Louth County Hospital,RCSI Hospitals Group,A,109,All Waiting,rpt02,28/05/2015
12,Urology,Louth County Hospital,RCSI Hospitals Group,A,80,All Waiting,rpt02,28/05/2015
13,General Medicine,Mallow General Hospital,South/South West Hospital Group,A,1439,All Waiting,rpt02,28/05/2015
13,General Surgery,Mallow General Hospital,South/South West Hospital Group,A,488,All Waiting,rpt02,28/05/2015
13,Geriatric Medicine,Mallow General Hospital,South/South West Hospital Group,A,74,All Waiting,rpt02,28/05/2015
13,Otolaryngology (ENT),Mallow General Hospital,South/South West Hospital Group,A,671,All Waiting,rpt02,28/05/2015
13,Small Volume Specialities,Mallow General Hospital,South/South West Hospital Group,A,1,All Waiting,rpt02,28/05/2015
14,Cardiology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,1228,All Waiting,rpt02,28/05/2015
14,Cardio-Thoracic Surgery,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,94,All Waiting,rpt02,28/05/2015
14,Clinical (Medical) Genetics,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,287,All Waiting,rpt02,28/05/2015
14,Dermatology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,2507,All Waiting,rpt02,28/05/2015
14,Endocrinology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,476,All Waiting,rpt02,28/05/2015
14,Gastro-Enterology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,851,All Waiting,rpt02,28/05/2015
14,General Medicine,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,10,All Waiting,rpt02,28/05/2015
14,General Surgery,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,2114,All Waiting,rpt02,28/05/2015
14,Geriatric Medicine,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,141,All Waiting,rpt02,28/05/2015
14,Gynaecology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,87,All Waiting,rpt02,28/05/2015
14,Haematology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,507,All Waiting,rpt02,28/05/2015
14,Infectious Diseases,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,48,All Waiting,rpt02,28/05/2015
14,Metabolic Medicine,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,59,All Waiting,rpt02,28/05/2015
14,Nephrology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,119,All Waiting,rpt02,28/05/2015
14,Neurology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,1137,All Waiting,rpt02,28/05/2015
14,Oncology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,16,All Waiting,rpt02,28/05/2015
14,Ophthalmology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,4595,All Waiting,rpt02,28/05/2015
14,Orthopaedics,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,2002,All Waiting,rpt02,28/05/2015
14,Otolaryngology (ENT),Mater Misericordiae University Hospital,Ireland East Hospital Group,A,2080,All Waiting,rpt02,28/05/2015
14,Pain Relief,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,482,All Waiting,rpt02,28/05/2015
14,Plastic Surgery,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,1629,All Waiting,rpt02,28/05/2015
14,Psychiatry,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,24,All Waiting,rpt02,28/05/2015
14,Radiology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,7,All Waiting,rpt02,28/05/2015
14,Respiratory Medicine,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,581,All Waiting,rpt02,28/05/2015
14,Rheumatology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,898,All Waiting,rpt02,28/05/2015
14,Urology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,1198,All Waiting,rpt02,28/05/2015
14,Vascular Surgery,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,382,All Waiting,rpt02,28/05/2015
14,Small Volume Specialities,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,7,All Waiting,rpt02,28/05/2015
15,Dermatology,Mayo General Hospital,Saolta University Health Care Group,A,554,All Waiting,rpt02,28/05/2015
15,Endocrinology,Mayo General Hospital,Saolta University Health Care Group,A,9,All Waiting,rpt02,28/05/2015
15,General Medicine,Mayo General Hospital,Saolta University Health Care Group,A,1487,All Waiting,rpt02,28/05/2015
15,General Surgery,Mayo General Hospital,Saolta University Health Care Group,A,604,All Waiting,rpt02,28/05/2015
15,Geriatric Medicine,Mayo General Hospital,Saolta University Health Care Group,A,10,All Waiting,rpt02,28/05/2015
15,Gynaecology,Mayo General Hospital,Saolta University Health Care Group,A,116,All Waiting,rpt02,28/05/2015
15,Haematology,Mayo General Hospital,Saolta University Health Care Group,A,52,All Waiting,rpt02,28/05/2015
15,Nephrology,Mayo General Hospital,Saolta University Health Care Group,A,151,All Waiting,rpt02,28/05/2015
15,Obstetrics,Mayo General Hospital,Saolta University Health Care Group,A,19,All Waiting,rpt02,28/05/2015
15,Orthopaedics,Mayo General Hospital,Saolta University Health Care Group,A,679,All Waiting,rpt02,28/05/2015
15,Otolaryngology (ENT),Mayo General Hospital,Saolta University Health Care Group,A,1612,All Waiting,rpt02,28/05/2015
15,Paediatrics,Mayo General Hospital,Saolta University Health Care Group,A,353,All Waiting,rpt02,28/05/2015
15,Urology,Mayo General Hospital,Saolta University Health Care Group,A,259,All Waiting,rpt02,28/05/2015
15,Small Volume Specialities,Mayo General Hospital,Saolta University Health Care Group,A,3,All Waiting,rpt02,28/05/2015
16,Cardiology,Mercy University Hospital,South/South West Hospital Group,A,553,All Waiting,rpt02,28/05/2015
16,Endocrinology,Mercy University Hospital,South/South West Hospital Group,A,36,All Waiting,rpt02,28/05/2015
16,Gastro-Enterology,Mercy University Hospital,South/South West Hospital Group,A,826,All Waiting,rpt02,28/05/2015
16,Gastro-Intestinal Surgery,Mercy University Hospital,South/South West Hospital Group,A,246,All Waiting,rpt02,28/05/2015
16,General Medicine,Mercy University Hospital,South/South West Hospital Group,A,54,All Waiting,rpt02,28/05/2015
16,General Surgery,Mercy University Hospital,South/South West Hospital Group,A,570,All Waiting,rpt02,28/05/2015
16,Geriatric Medicine,Mercy University Hospital,South/South West Hospital Group,A,94,All Waiting,rpt02,28/05/2015
16,Haematology,Mercy University Hospital,South/South West Hospital Group,A,47,All Waiting,rpt02,28/05/2015
16,Hepato-Biliary Surgery,Mercy University Hospital,South/South West Hospital Group,A,34,All Waiting,rpt02,28/05/2015
16,Infectious Diseases,Mercy University Hospital,South/South West Hospital Group,A,5,All Waiting,rpt02,28/05/2015
