hid,specialty,hospital,hgroup,dm_wait,patients,wait,rptid,status_date
5,Paediatric Respiratory Medicine,Childrens University Hospital Temple Street,Children's Hospital Group,A,61,All Waiting,rpt01,30/06/2015
5,Paediatric Surgery,Childrens University Hospital Temple Street,Children's Hospital Group,A,28,All Waiting,rpt01,30/06/2015
5,Paediatrics,Childrens University Hospital Temple Street,Children's Hospital Group,A,6,All Waiting,rpt01,30/06/2015
5,Plastic Surgery,Childrens University Hospital Temple Street,Children's Hospital Group,A,80,All Waiting,rpt01,30/06/2015
5,Small Volume Specialities,Childrens University Hospital Temple Street,Children's Hospital Group,A,16,All Waiting,rpt01,30/06/2015
6,Cardiology,Connolly Hospital,RCSI Hospitals Group,A,156,All Waiting,rpt01,30/06/2015
6,Dermatology,Connolly Hospital,RCSI Hospitals Group,A,15,All Waiting,rpt01,30/06/2015
6,General Surgery,Connolly Hospital,RCSI Hospitals Group,A,293,All Waiting,rpt01,30/06/2015
6,Geriatric Medicine,Connolly Hospital,RCSI Hospitals Group,A,16,All Waiting,rpt01,30/06/2015
6,Orthopaedics,Connolly Hospital,RCSI Hospitals Group,A,27,All Waiting,rpt01,30/06/2015
6,Plastic Surgery,Connolly Hospital,RCSI Hospitals Group,A,40,All Waiting,rpt01,30/06/2015
6,Respiratory Medicine,Connolly Hospital,RCSI Hospitals Group,A,204,All Waiting,rpt01,30/06/2015
6,Urology,Connolly Hospital,RCSI Hospitals Group,A,176,All Waiting,rpt01,30/06/2015
6,Small Volume Specialities,Connolly Hospital,RCSI Hospitals Group,A,4,All Waiting,rpt01,30/06/2015
7,Breast Surgery,Cork University Hospital,South/South West Hospital Group,A,31,All Waiting,rpt01,30/06/2015
7,Cardiology,Cork University Hospital,South/South West Hospital Group,A,123,All Waiting,rpt01,30/06/2015
7,Cardio-Thoracic Surgery,Cork University Hospital,South/South West Hospital Group,A,40,All Waiting,rpt01,30/06/2015
7,General Surgery,Cork University Hospital,South/South West Hospital Group,A,211,All Waiting,rpt01,30/06/2015
7,Gynaecology,Cork University Hospital,South/South West Hospital Group,A,487,All Waiting,rpt01,30/06/2015
7,Neurology,Cork University Hospital,South/South West Hospital Group,A,9,All Waiting,rpt01,30/06/2015
7,Neurosurgery,Cork University Hospital,South/South West Hospital Group,A,33,All Waiting,rpt01,30/06/2015
7,Orthopaedics,Cork University Hospital,South/South West Hospital Group,A,10,All Waiting,rpt01,30/06/2015
7,Plastic Surgery,Cork University Hospital,South/South West Hospital Group,A,122,All Waiting,rpt01,30/06/2015
7,Respiratory Medicine,Cork University Hospital,South/South West Hospital Group,A,19,All Waiting,rpt01,30/06/2015
7,Urology,Cork University Hospital,South/South West Hospital Group,A,184,All Waiting,rpt01,30/06/2015
7,Vascular Surgery,Cork University Hospital,South/South West Hospital Group,A,159,All Waiting,rpt01,30/06/2015
7,Small Volume Specialities,Cork University Hospital,South/South West Hospital Group,A,3,All Waiting,rpt01,30/06/2015
23,Anaesthetics,Croom Orthopaedic Hospital,University of Limerick Hospital Group,A,147,All Waiting,rpt01,30/06/2015
23,Orthopaedics,Croom Orthopaedic Hospital,University of Limerick Hospital Group,A,125,All Waiting,rpt01,30/06/2015
23,Rheumatology,Croom Orthopaedic Hospital,University of Limerick Hospital Group,A,6,All Waiting,rpt01,30/06/2015
21,General Surgery,Ennis Hospital,University of Limerick Hospital Group,A,96,All Waiting,rpt01,30/06/2015
21,Plastic Surgery,Ennis Hospital,University of Limerick Hospital Group,A,106,All Waiting,rpt01,30/06/2015
21,Urology,Ennis Hospital,University of Limerick Hospital Group,A,271,All Waiting,rpt01,30/06/2015
21,Vascular Surgery,Ennis Hospital,University of Limerick Hospital Group,A,36,All Waiting,rpt01,30/06/2015
8,Cardiology,Galway University Hospital,Saolta University Health Care Group,A,1180,All Waiting,rpt01,30/06/2015
8,Cardio-Thoracic Surgery,Galway University Hospital,Saolta University Health Care Group,A,80,All Waiting,rpt01,30/06/2015
8,Dermatology,Galway University Hospital,Saolta University Health Care Group,A,9,All Waiting,rpt01,30/06/2015
8,Endocrinology,Galway University Hospital,Saolta University Health Care Group,A,27,All Waiting,rpt01,30/06/2015
8,Gastro-Enterology,Galway University Hospital,Saolta University Health Care Group,A,5,All Waiting,rpt01,30/06/2015
8,General Medicine,Galway University Hospital,Saolta University Health Care Group,A,132,All Waiting,rpt01,30/06/2015
8,General Surgery,Galway University Hospital,Saolta University Health Care Group,A,882,All Waiting,rpt01,30/06/2015
8,Gynaecology,Galway University Hospital,Saolta University Health Care Group,A,228,All Waiting,rpt01,30/06/2015
8,Neurology,Galway University Hospital,Saolta University Health Care Group,A,81,All Waiting,rpt01,30/06/2015
8,Obstetrics,Galway University Hospital,Saolta University Health Care Group,A,6,All Waiting,rpt01,30/06/2015
8,Ophthalmology,Galway University Hospital,Saolta University Health Care Group,A,1500,All Waiting,rpt01,30/06/2015
8,Oral Surgery,Galway University Hospital,Saolta University Health Care Group,A,952,All Waiting,rpt01,30/06/2015
8,Orthopaedics,Galway University Hospital,Saolta University Health Care Group,A,684,All Waiting,rpt01,30/06/2015
8,Otolaryngology (ENT),Galway University Hospital,Saolta University Health Care Group,A,712,All Waiting,rpt01,30/06/2015
8,Pain Relief,Galway University Hospital,Saolta University Health Care Group,A,488,All Waiting,rpt01,30/06/2015
8,Plastic Surgery,Galway University Hospital,Saolta University Health Care Group,A,1122,All Waiting,rpt01,30/06/2015
8,Respiratory Medicine,Galway University Hospital,Saolta University Health Care Group,A,187,All Waiting,rpt01,30/06/2015
8,Urology,Galway University Hospital,Saolta University Health Care Group,A,1347,All Waiting,rpt01,30/06/2015
8,Vascular Surgery,Galway University Hospital,Saolta University Health Care Group,A,414,All Waiting,rpt01,30/06/2015
8,Small Volume Specialities,Galway University Hospital,Saolta University Health Care Group,A,1,All Waiting,rpt01,30/06/2015
9,General Surgery,Kerry General Hospital,South/South West Hospital Group,A,43,All Waiting,rpt01,30/06/2015
9,Gynaecology,Kerry General Hospital,South/South West Hospital Group,A,10,All Waiting,rpt01,30/06/2015
9,Orthopaedics,Kerry General Hospital,South/South West Hospital Group,A,89,All Waiting,rpt01,30/06/2015
9,Otolaryngology (ENT),Kerry General Hospital,South/South West Hospital Group,A,18,All Waiting,rpt01,30/06/2015
9,Small Volume Specialities,Kerry General Hospital,South/South West Hospital Group,A,1,All Waiting,rpt01,30/06/2015
10,Cardiology,Letterkenny General Hospital,Saolta University Health Care Group,A,42,All Waiting,rpt01,30/06/2015
10,General Medicine,Letterkenny General Hospital,Saolta University Health Care Group,A,141,All Waiting,rpt01,30/06/2015
10,General Surgery,Letterkenny General Hospital,Saolta University Health Care Group,A,869,All Waiting,rpt01,30/06/2015
10,Gynaecology,Letterkenny General Hospital,Saolta University Health Care Group,A,355,All Waiting,rpt01,30/06/2015
10,Ophthalmology,Letterkenny General Hospital,Saolta University Health Care Group,A,12,All Waiting,rpt01,30/06/2015
10,Orthopaedics,Letterkenny General Hospital,Saolta University Health Care Group,A,363,All Waiting,rpt01,30/06/2015
10,Urology,Letterkenny General Hospital,Saolta University Health Care Group,A,220,All Waiting,rpt01,30/06/2015
10,Vascular Surgery,Letterkenny General Hospital,Saolta University Health Care Group,A,14,All Waiting,rpt01,30/06/2015
11,Orthopaedics,Lourdes Orthopaedic Hospital Kilcreene,South/South West Hospital Group,A,275,All Waiting,rpt01,30/06/2015
12,General Surgery,Louth County Hospital,RCSI Hospitals Group,A,114,All Waiting,rpt01,30/06/2015
12,Geriatric Medicine,Louth County Hospital,RCSI Hospitals Group,A,136,All Waiting,rpt01,30/06/2015
12,Gynaecology,Louth County Hospital,RCSI Hospitals Group,A,49,All Waiting,rpt01,30/06/2015
12,Ophthalmology,Louth County Hospital,RCSI Hospitals Group,A,129,All Waiting,rpt01,30/06/2015
12,Urology,Louth County Hospital,RCSI Hospitals Group,A,112,All Waiting,rpt01,30/06/2015
12,Small Volume Specialities,Louth County Hospital,RCSI Hospitals Group,A,5,All Waiting,rpt01,30/06/2015
13,General Surgery,Mallow General Hospital,South/South West Hospital Group,A,19,All Waiting,rpt01,30/06/2015
13,Small Volume Specialities,Mallow General Hospital,South/South West Hospital Group,A,12,All Waiting,rpt01,30/06/2015
14,Cardiology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,1194,All Waiting,rpt01,30/06/2015
14,Cardio-Thoracic Surgery,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,132,All Waiting,rpt01,30/06/2015
14,Dental Surgery,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,28,All Waiting,rpt01,30/06/2015
14,Gastro-Intestinal Surgery,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,369,All Waiting,rpt01,30/06/2015
14,General Surgery,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,309,All Waiting,rpt01,30/06/2015
14,Gynaecology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,113,All Waiting,rpt01,30/06/2015
14,Ophthalmology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,1614,All Waiting,rpt01,30/06/2015
14,Orthopaedics,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,223,All Waiting,rpt01,30/06/2015
14,Otolaryngology (ENT),Mater Misericordiae University Hospital,Ireland East Hospital Group,A,184,All Waiting,rpt01,30/06/2015
14,Pain Relief,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,396,All Waiting,rpt01,30/06/2015
14,Plastic Surgery,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,165,All Waiting,rpt01,30/06/2015
14,Respiratory Medicine,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,5,All Waiting,rpt01,30/06/2015
14,Rheumatology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,7,All Waiting,rpt01,30/06/2015
14,Urology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,810,All Waiting,rpt01,30/06/2015
14,Vascular Surgery,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,245,All Waiting,rpt01,30/06/2015
14,Small Volume Specialities,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,4,All Waiting,rpt01,30/06/2015
15,General Surgery,Mayo General Hospital,Saolta University Health Care Group,A,11,All Waiting,rpt01,30/06/2015
15,Gynaecology,Mayo General Hospital,Saolta University Health Care Group,A,365,All Waiting,rpt01,30/06/2015
15,Orthopaedics,Mayo General Hospital,Saolta University Health Care Group,A,620,All Waiting,rpt01,30/06/2015
15,Small Volume Specialities,Mayo General Hospital,Saolta University Health Care Group,A,1,All Waiting,rpt01,30/06/2015
16,Gastro-Enterology,Mercy University Hospital,South/South West Hospital Group,A,15,All Waiting,rpt01,30/06/2015
16,Gastro-Intestinal Surgery,Mercy University Hospital,South/South West Hospital Group,A,41,All Waiting,rpt01,30/06/2015
16,General Surgery,Mercy University Hospital,South/South West Hospital Group,A,197,All Waiting,rpt01,30/06/2015
16,Hepato-Biliary Surgery,Mercy University Hospital,South/South West Hospital Group,A,120,All Waiting,rpt01,30/06/2015
16,Ophthalmology,Mercy University Hospital,South/South West Hospital Group,A,11,All Waiting,rpt01,30/06/2015
16,Pain Relief,Mercy University Hospital,South/South West Hospital Group,A,484,All Waiting,rpt01,30/06/2015
16,Respiratory Medicine,Mercy University Hospital,South/South West Hospital Group,A,57,All Waiting,rpt01,30/06/2015
16,Urology,Mercy University Hospital,South/South West Hospital Group,A,300,All Waiting,rpt01,30/06/2015
16,Vascular Surgery,Mercy University Hospital,South/South West Hospital Group,A,110,All Waiting,rpt01,30/06/2015
16,Small Volume Specialities,Mercy University Hospital,South/South West Hospital Group,A,12,All Waiting,rpt01,30/06/2015
17,General Medicine,Midland Regional Hospital Mullingar,Ireland East Hospital Group,A,54,All Waiting,rpt01,30/06/2015
17,General Surgery,Midland Regional Hospital Mullingar,Ireland East Hospital Group,A,107,All Waiting,rpt01,30/06/2015
17,Gynaecology,Midland Regional Hospital Mullingar,Ireland East Hospital Group,A,175,All Waiting,rpt01,30/06/2015
18,General Surgery,Midland Regional Hospital Portlaoise,Dublin Midlands Hospital Group,A,68,All Waiting,rpt01,30/06/2015
18,Gynaecology,Midland Regional Hospital Portlaoise,Dublin Midlands Hospital Group,A,64,All Waiting,rpt01,30/06/2015
18,Pain Relief,Midland Regional Hospital Portlaoise,Dublin Midlands Hospital Group,A,9,All Waiting,rpt01,30/06/2015
18,Urology,Midland Regional Hospital Portlaoise,Dublin Midlands Hospital Group,A,73,All Waiting,rpt01,30/06/2015
18,Small Volume Specialities,Midland Regional Hospital Portlaoise,Dublin Midlands Hospital Group,A,1,All Waiting,rpt01,30/06/2015
19,Cardiology,Midland Regional Hospital Tullamore,Dublin Midlands Hospital Group,A,91,All Waiting,rpt01,30/06/2015
19,Dental Surgery,Midland Regional Hospital Tullamore,Dublin Midlands Hospital Group,A,5,All Waiting,rpt01,30/06/2015
19,General Medicine,Midland Regional Hospital Tullamore,Dublin Midlands Hospital Group,A,6,All Waiting,rpt01,30/06/2015
19,General Surgery,Midland Regional Hospital Tullamore,Dublin Midlands Hospital Group,A,103,All Waiting,rpt01,30/06/2015
19,Orthopaedics,Midland Regional Hospital Tullamore,Dublin Midlands Hospital Group,A,893,All Waiting,rpt01,30/06/2015
19,Otolaryngology (ENT),Midland Regional Hospital Tullamore,Dublin Midlands Hospital Group,A,1054,All Waiting,rpt01,30/06/2015
19,Radiology,Midland Regional Hospital Tullamore,Dublin Midlands Hospital Group,A,6,All Waiting,rpt01,30/06/2015
24,General Surgery,Naas General Hospital,Dublin Midlands Hospital Group,A,103,All Waiting,rpt01,30/06/2015
24,Small Volume Specialities,Naas General Hospital,Dublin Midlands Hospital Group,A,1,All Waiting,rpt01,30/06/2015
22,Dermatology,Nenagh Hospital,University of Limerick Hospital Group,A,13,All Waiting,rpt01,30/06/2015
22,General Surgery,Nenagh Hospital,University of Limerick Hospital Group,A,559,All Waiting,rpt01,30/06/2015
22,Maxillo-Facial,Nenagh Hospital,University of Limerick Hospital Group,A,16,All Waiting,rpt01,30/06/2015
22,Orthopaedics,Nenagh Hospital,University of Limerick Hospital Group,A,6,All Waiting,rpt01,30/06/2015
22,Urology,Nenagh Hospital,University of Limerick Hospital Group,A,38,All Waiting,rpt01,30/06/2015
22,Vascular Surgery,Nenagh Hospital,University of Limerick Hospital Group,A,30,All Waiting,rpt01,30/06/2015
25,General Surgery,Our Lady of Lourdes Hospital Drogheda,RCSI Hospitals Group,A,311,All Waiting,rpt01,30/06/2015
25,Gynaecology,Our Lady of Lourdes Hospital Drogheda,RCSI Hospitals Group,A,121,All Waiting,rpt01,30/06/2015
25,Otolaryngology (ENT),Our Lady of Lourdes Hospital Drogheda,RCSI Hospitals Group,A,488,All Waiting,rpt01,30/06/2015
25,Urology,Our Lady of Lourdes Hospital Drogheda,RCSI Hospitals Group,A,231,All Waiting,rpt01,30/06/2015
25,Small Volume Specialities,Our Lady of Lourdes Hospital Drogheda,RCSI Hospitals Group,A,7,All Waiting,rpt01,30/06/2015
26,Cardio-Thoracic Surgery,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,50,All Waiting,rpt01,30/06/2015
26,Dental Surgery,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,188,All Waiting,rpt01,30/06/2015
26,Dermatology,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,9,All Waiting,rpt01,30/06/2015
26,General Medicine,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,10,All Waiting,rpt01,30/06/2015
26,General Surgery,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,139,All Waiting,rpt01,30/06/2015
26,Maxillo-Facial,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,28,All Waiting,rpt01,30/06/2015
26,Ophthalmology,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,240,All Waiting,rpt01,30/06/2015
26,Orthopaedics,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,496,All Waiting,rpt01,30/06/2015
26,Otolaryngology (ENT),Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,288,All Waiting,rpt01,30/06/2015
26,Paed Cardiology,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,274,All Waiting,rpt01,30/06/2015
26,Paediatrics,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,210,All Waiting,rpt01,30/06/2015
26,Plastic Surgery,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,139,All Waiting,rpt01,30/06/2015
26,Respiratory Medicine,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,328,All Waiting,rpt01,30/06/2015
26,Rheumatology,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,37,All Waiting,rpt01,30/06/2015
26,Small Volume Specialities,Our Lady's Children's Hospital Crumlin,Children's Hospital Group,A,14,All Waiting,rpt01,30/06/2015
27,General Surgery ,Our Lady's Hospital Navan,Ireland East Hospital Group,A,8,All Waiting,rpt01,30/06/2015
27,Orthopaedics ,Our Lady's Hospital Navan,Ireland East Hospital Group,A,358,All Waiting,rpt01,30/06/2015
27,Small Volume Specialities ,Our Lady's Hospital Navan,Ireland East Hospital Group,A,3,All Waiting,rpt01,30/06/2015
29,General Surgery,Roscommon County Hospital,Saolta University Health Care Group,A,25,All Waiting,rpt01,30/06/2015
29,Plastic Surgery,Roscommon County Hospital,Saolta University Health Care Group,A,636,All Waiting,rpt01,30/06/2015
29,Vascular Surgery,Roscommon County Hospital,Saolta University Health Care Group,A,16,All Waiting,rpt01,30/06/2015
30,Ophthalmology,Royal Victoria Eye and Ear Hospital,Ireland East Hospital Group,A,1883,All Waiting,rpt01,30/06/2015
30,Otolaryngology (ENT),Royal Victoria Eye and Ear Hospital,Ireland East Hospital Group,A,285,All Waiting,rpt01,30/06/2015
32,Dermatology,South Infirmary Victoria University Hospital,South/South West Hospital Group,A,27,All Waiting,rpt01,30/06/2015
32,General Surgery,South Infirmary Victoria University Hospital,South/South West Hospital Group,A,83,All Waiting,rpt01,30/06/2015
32,Gynaecology,South Infirmary Victoria University Hospital,South/South West Hospital Group,A,8,All Waiting,rpt01,30/06/2015
32,Ophthalmology,South Infirmary Victoria University Hospital,South/South West Hospital Group,A,839,All Waiting,rpt01,30/06/2015
32,Orthopaedics,South Infirmary Victoria University Hospital,South/South West Hospital Group,A,189,All Waiting,rpt01,30/06/2015
32,Otolaryngology (ENT),South Infirmary Victoria University Hospital,South/South West Hospital Group,A,297,All Waiting,rpt01,30/06/2015
32,Pain Relief,South Infirmary Victoria University Hospital,South/South West Hospital Group,A,56,All Waiting,rpt01,30/06/2015
32,Plastic Surgery,South Infirmary Victoria University Hospital,South/South West Hospital Group,A,205,All Waiting,rpt01,30/06/2015
32,Small Volume Specialities,South Infirmary Victoria University Hospital,South/South West Hospital Group,A,3,All Waiting,rpt01,30/06/2015
33,General Surgery,South Tipperary General Hospital,South/South West Hospital Group,A,137,All Waiting,rpt01,30/06/2015
33,Gynaecology,South Tipperary General Hospital,South/South West Hospital Group,A,8,All Waiting,rpt01,30/06/2015
33,Small Volume Specialities,South Tipperary General Hospital,South/South West Hospital Group,A,2,All Waiting,rpt01,30/06/2015
34,General Surgery,St. Columcille's Hospital,Ireland East Hospital Group,A,26,All Waiting,rpt01,30/06/2015
34,Urology,St. Columcille's Hospital,Ireland East Hospital Group,A,19,All Waiting,rpt01,30/06/2015
34,Small Volume Specialities,St. Columcille's Hospital,Ireland East Hospital Group,A,4,All Waiting,rpt01,30/06/2015
35,Cardiology,St. James's Hospital,Dublin Midlands Hospital Group,A,179,All Waiting,rpt01,30/06/2015
35,Cardio-Thoracic Surgery,St. James's Hospital,Dublin Midlands Hospital Group,A,126,All Waiting,rpt01,30/06/2015
35,Dermatology,St. James's Hospital,Dublin Midlands Hospital Group,A,105,All Waiting,rpt01,30/06/2015
35,General Surgery,St. James's Hospital,Dublin Midlands Hospital Group,A,757,All Waiting,rpt01,30/06/2015
35,Geriatric Medicine,St. James's Hospital,Dublin Midlands Hospital Group,A,102,All Waiting,rpt01,30/06/2015
35,Gynaecology,St. James's Hospital,Dublin Midlands Hospital Group,A,87,All Waiting,rpt01,30/06/2015
35,Maxillo-Facial,St. James's Hospital,Dublin Midlands Hospital Group,A,366,All Waiting,rpt01,30/06/2015
35,Orthopaedics,St. James's Hospital,Dublin Midlands Hospital Group,A,325,All Waiting,rpt01,30/06/2015
35,Otolaryngology (ENT),St. James's Hospital,Dublin Midlands Hospital Group,A,307,All Waiting,rpt01,30/06/2015
35,Pain Relief,St. James's Hospital,Dublin Midlands Hospital Group,A,363,All Waiting,rpt01,30/06/2015
35,Plastic Surgery,St. James's Hospital,Dublin Midlands Hospital Group,A,737,All Waiting,rpt01,30/06/2015
35,Respiratory Medicine,St. James's Hospital,Dublin Midlands Hospital Group,A,10,All Waiting,rpt01,30/06/2015
35,Urology,St. James's Hospital,Dublin Midlands Hospital Group,A,374,All Waiting,rpt01,30/06/2015
35,Vascular Surgery,St. James's Hospital,Dublin Midlands Hospital Group,A,821,All Waiting,rpt01,30/06/2015
35,Small Volume Specialities,St. James's Hospital,Dublin Midlands Hospital Group,A,8,All Waiting,rpt01,30/06/2015
36,Anaesthetics,St. John's Hospital Limerick,University of Limerick Hospital Group,A,305,All Waiting,rpt01,30/06/2015
36,General Medicine,St. John's Hospital Limerick,University of Limerick Hospital Group,A,10,All Waiting,rpt01,30/06/2015
36,General Surgery,St. John's Hospital Limerick,University of Limerick Hospital Group,A,511,All Waiting,rpt01,30/06/2015
36,Gynaecology,St. John's Hospital Limerick,University of Limerick Hospital Group,A,46,All Waiting,rpt01,30/06/2015
36,Urology,St. John's Hospital Limerick,University of Limerick Hospital Group,A,110,All Waiting,rpt01,30/06/2015
36,Small Volume Specialities,St. John's Hospital Limerick,University of Limerick Hospital Group,A,1,All Waiting,rpt01,30/06/2015
37,General Surgery,St. Luke's General Hospital Kilkenny,Ireland East Hospital Group,A,379,All Waiting,rpt01,30/06/2015
37,Gynaecology,St. Luke's General Hospital Kilkenny,Ireland East Hospital Group,A,440,All Waiting,rpt01,30/06/2015
37,Small Volume Specialities,St. Luke's General Hospital Kilkenny,Ireland East Hospital Group,A,5,All Waiting,rpt01,30/06/2015
39,Anaesthetics,Tallaght Hospital,Dublin Midlands Hospital Group,A,23,All Waiting,rpt01,30/06/2015
39,Cardiology,Tallaght Hospital,Dublin Midlands Hospital Group,A,83,All Waiting,rpt01,30/06/2015
39,Dental Surgery,Tallaght Hospital,Dublin Midlands Hospital Group,A,7,All Waiting,rpt01,30/06/2015
39,Dermatology,Tallaght Hospital,Dublin Midlands Hospital Group,A,15,All Waiting,rpt01,30/06/2015
39,Gastro-Enterology,Tallaght Hospital,Dublin Midlands Hospital Group,A,234,All Waiting,rpt01,30/06/2015
39,General Surgery,Tallaght Hospital,Dublin Midlands Hospital Group,A,740,All Waiting,rpt01,30/06/2015
39,Gynaecology,Tallaght Hospital,Dublin Midlands Hospital Group,A,16,All Waiting,rpt01,30/06/2015
39,Haematology,Tallaght Hospital,Dublin Midlands Hospital Group,A,10,All Waiting,rpt01,30/06/2015
39,Immunology,Tallaght Hospital,Dublin Midlands Hospital Group,A,48,All Waiting,rpt01,30/06/2015
39,Nephrology,Tallaght Hospital,Dublin Midlands Hospital Group,A,11,All Waiting,rpt01,30/06/2015
39,Neurology,Tallaght Hospital,Dublin Midlands Hospital Group,A,19,All Waiting,rpt01,30/06/2015
39,Orthopaedics,Tallaght Hospital,Dublin Midlands Hospital Group,A,1086,All Waiting,rpt01,30/06/2015
39,Otolaryngology (ENT),Tallaght Hospital,Dublin Midlands Hospital Group,A,134,All Waiting,rpt01,30/06/2015
39,Paed Orthopaedic,Tallaght Hospital,Dublin Midlands Hospital Group,A,40,All Waiting,rpt01,30/06/2015
39,Paediatric ENT,Tallaght Hospital,Dublin Midlands Hospital Group,A,205,All Waiting,rpt01,30/06/2015
39,Paediatric Respiratory Medicine,Tallaght Hospital,Dublin Midlands Hospital Group,A,96,All Waiting,rpt01,30/06/2015
39,Paediatric Surgery,Tallaght Hospital,Dublin Midlands Hospital Group,A,7,All Waiting,rpt01,30/06/2015
