hid,specialty,hospital,hgroup,dm_wait,patients,wait,rptid,status_date
2,Pain Relief,Beaumont Hospital,RCSI Hospitals Group,A,943,All Waiting,rpt02,30/06/2015
2,Plastic Surgery,Beaumont Hospital,RCSI Hospitals Group,A,1055,All Waiting,rpt02,30/06/2015
2,Psychiatry,Beaumont Hospital,RCSI Hospitals Group,A,39,All Waiting,rpt02,30/06/2015
2,Respiratory Medicine,Beaumont Hospital,RCSI Hospitals Group,A,1122,All Waiting,rpt02,30/06/2015
2,Rheumatology,Beaumont Hospital,RCSI Hospitals Group,A,617,All Waiting,rpt02,30/06/2015
2,Urology,Beaumont Hospital,RCSI Hospitals Group,A,1478,All Waiting,rpt02,30/06/2015
2,Vascular Surgery,Beaumont Hospital,RCSI Hospitals Group,A,638,All Waiting,rpt02,30/06/2015
2,Small Volume Specialities,Beaumont Hospital,RCSI Hospitals Group,A,1,All Waiting,rpt02,30/06/2015
3,Orthopaedics ,Cappagh National Orthopaedic Hospital,Ireland East Hospital Group,A,1423,All Waiting,rpt02,30/06/2015
3,Rheumatology ,Cappagh National Orthopaedic Hospital,Ireland East Hospital Group,A,57,All Waiting,rpt02,30/06/2015
4,Dermatology,Cavan General Hospital,RCSI Hospitals Group,A,743,All Waiting,rpt02,30/06/2015
4,General Medicine,Cavan General Hospital,RCSI Hospitals Group,A,1049,All Waiting,rpt02,30/06/2015
4,General Surgery,Cavan General Hospital,RCSI Hospitals Group,A,844,All Waiting,rpt02,30/06/2015
4,Gynaecology,Cavan General Hospital,RCSI Hospitals Group,A,895,All Waiting,rpt02,30/06/2015
4,Haematology,Cavan General Hospital,RCSI Hospitals Group,A,9,All Waiting,rpt02,30/06/2015
4,Neurology,Cavan General Hospital,RCSI Hospitals Group,A,403,All Waiting,rpt02,30/06/2015
4,Orthopaedics,Cavan General Hospital,RCSI Hospitals Group,A,1711,All Waiting,rpt02,30/06/2015
4,Other,Cavan General Hospital,RCSI Hospitals Group,A,19,All Waiting,rpt02,30/06/2015
4,Otolaryngology (ENT),Cavan General Hospital,RCSI Hospitals Group,A,1393,All Waiting,rpt02,30/06/2015
4,Paediatrics,Cavan General Hospital,RCSI Hospitals Group,A,347,All Waiting,rpt02,30/06/2015
5,Cardiology,Childrens University Hospital Temple Street,Children's Hospital Group,A,883,All Waiting,rpt02,30/06/2015
5,Child/Adolescent Psychiatry,Childrens University Hospital Temple Street,Children's Hospital Group,A,59,All Waiting,rpt02,30/06/2015
5,Clinical (Medical) Genetics,Childrens University Hospital Temple Street,Children's Hospital Group,A,31,All Waiting,rpt02,30/06/2015
5,Dental Surgery,Childrens University Hospital Temple Street,Children's Hospital Group,A,38,All Waiting,rpt02,30/06/2015
5,Dermatology,Childrens University Hospital Temple Street,Children's Hospital Group,A,1181,All Waiting,rpt02,30/06/2015
5,Diabetes Mellitus,Childrens University Hospital Temple Street,Children's Hospital Group,A,5,All Waiting,rpt02,30/06/2015
5,Endocrinology,Childrens University Hospital Temple Street,Children's Hospital Group,A,110,All Waiting,rpt02,30/06/2015
5,General Surgery,Childrens University Hospital Temple Street,Children's Hospital Group,A,1035,All Waiting,rpt02,30/06/2015
5,Gynaecology,Childrens University Hospital Temple Street,Children's Hospital Group,A,45,All Waiting,rpt02,30/06/2015
5,Haematology,Childrens University Hospital Temple Street,Children's Hospital Group,A,33,All Waiting,rpt02,30/06/2015
5,Infectious Diseases,Childrens University Hospital Temple Street,Children's Hospital Group,A,31,All Waiting,rpt02,30/06/2015
5,Metabolic Medicine,Childrens University Hospital Temple Street,Children's Hospital Group,A,83,All Waiting,rpt02,30/06/2015
5,Neonatology,Childrens University Hospital Temple Street,Children's Hospital Group,A,15,All Waiting,rpt02,30/06/2015
5,Nephrology,Childrens University Hospital Temple Street,Children's Hospital Group,A,129,All Waiting,rpt02,30/06/2015
5,Neurology,Childrens University Hospital Temple Street,Children's Hospital Group,A,428,All Waiting,rpt02,30/06/2015
5,Neurosurgery,Childrens University Hospital Temple Street,Children's Hospital Group,A,39,All Waiting,rpt02,30/06/2015
5,Ophthalmology,Childrens University Hospital Temple Street,Children's Hospital Group,A,1799,All Waiting,rpt02,30/06/2015
5,Orthopaedics,Childrens University Hospital Temple Street,Children's Hospital Group,A,754,All Waiting,rpt02,30/06/2015
5,Otolaryngology (ENT),Childrens University Hospital Temple Street,Children's Hospital Group,A,2792,All Waiting,rpt02,30/06/2015
5,Paediatrics,Childrens University Hospital Temple Street,Children's Hospital Group,A,1737,All Waiting,rpt02,30/06/2015
5,Plastic Surgery,Childrens University Hospital Temple Street,Children's Hospital Group,A,389,All Waiting,rpt02,30/06/2015
5,Respiratory Medicine,Childrens University Hospital Temple Street,Children's Hospital Group,A,285,All Waiting,rpt02,30/06/2015
5,Urology,Childrens University Hospital Temple Street,Children's Hospital Group,A,655,All Waiting,rpt02,30/06/2015
6,Anaesthetics,Connolly Hospital,RCSI Hospitals Group,A,21,All Waiting,rpt02,30/06/2015
6,Cardiology,Connolly Hospital,RCSI Hospitals Group,A,445,All Waiting,rpt02,30/06/2015
6,Dermatology,Connolly Hospital,RCSI Hospitals Group,A,773,All Waiting,rpt02,30/06/2015
6,Endocrinology,Connolly Hospital,RCSI Hospitals Group,A,416,All Waiting,rpt02,30/06/2015
6,Gastro-Enterology,Connolly Hospital,RCSI Hospitals Group,A,1110,All Waiting,rpt02,30/06/2015
6,General Surgery,Connolly Hospital,RCSI Hospitals Group,A,1835,All Waiting,rpt02,30/06/2015
6,Geriatric Medicine,Connolly Hospital,RCSI Hospitals Group,A,31,All Waiting,rpt02,30/06/2015
6,Gynaecology,Connolly Hospital,RCSI Hospitals Group,A,405,All Waiting,rpt02,30/06/2015
6,Haematology,Connolly Hospital,RCSI Hospitals Group,A,104,All Waiting,rpt02,30/06/2015
6,Nephrology,Connolly Hospital,RCSI Hospitals Group,A,38,All Waiting,rpt02,30/06/2015
6,Neurology,Connolly Hospital,RCSI Hospitals Group,A,356,All Waiting,rpt02,30/06/2015
6,Ophthalmology,Connolly Hospital,RCSI Hospitals Group,A,186,All Waiting,rpt02,30/06/2015
6,Orthopaedics,Connolly Hospital,RCSI Hospitals Group,A,1107,All Waiting,rpt02,30/06/2015
6,Other,Connolly Hospital,RCSI Hospitals Group,A,289,All Waiting,rpt02,30/06/2015
6,Otolaryngology (ENT),Connolly Hospital,RCSI Hospitals Group,A,695,All Waiting,rpt02,30/06/2015
6,Plastic Surgery,Connolly Hospital,RCSI Hospitals Group,A,289,All Waiting,rpt02,30/06/2015
6,Respiratory Medicine,Connolly Hospital,RCSI Hospitals Group,A,761,All Waiting,rpt02,30/06/2015
6,Rheumatology,Connolly Hospital,RCSI Hospitals Group,A,694,All Waiting,rpt02,30/06/2015
6,Urology,Connolly Hospital,RCSI Hospitals Group,A,670,All Waiting,rpt02,30/06/2015
7,Breast Surgery,Cork University Hospital,South/South West Hospital Group,A,1027,All Waiting,rpt02,30/06/2015
7,Cardiology,Cork University Hospital,South/South West Hospital Group,A,1250,All Waiting,rpt02,30/06/2015
7,Cardio-Thoracic Surgery,Cork University Hospital,South/South West Hospital Group,A,26,All Waiting,rpt02,30/06/2015
7,Dermatology,Cork University Hospital,South/South West Hospital Group,A,97,All Waiting,rpt02,30/06/2015
7,Diabetes Mellitus,Cork University Hospital,South/South West Hospital Group,A,664,All Waiting,rpt02,30/06/2015
7,Endocrinology,Cork University Hospital,South/South West Hospital Group,A,488,All Waiting,rpt02,30/06/2015
7,Gastro-Enterology,Cork University Hospital,South/South West Hospital Group,A,1099,All Waiting,rpt02,30/06/2015
7,General Medicine,Cork University Hospital,South/South West Hospital Group,A,65,All Waiting,rpt02,30/06/2015
7,General Surgery,Cork University Hospital,South/South West Hospital Group,A,1304,All Waiting,rpt02,30/06/2015
7,Geriatric Medicine,Cork University Hospital,South/South West Hospital Group,A,83,All Waiting,rpt02,30/06/2015
7,Gynaecology,Cork University Hospital,South/South West Hospital Group,A,4622,All Waiting,rpt02,30/06/2015
7,Infectious Diseases,Cork University Hospital,South/South West Hospital Group,A,36,All Waiting,rpt02,30/06/2015
7,Nephrology,Cork University Hospital,South/South West Hospital Group,A,117,All Waiting,rpt02,30/06/2015
7,Neurology,Cork University Hospital,South/South West Hospital Group,A,737,All Waiting,rpt02,30/06/2015
7,Neurosurgery,Cork University Hospital,South/South West Hospital Group,A,1945,All Waiting,rpt02,30/06/2015
7,Oncology,Cork University Hospital,South/South West Hospital Group,A,24,All Waiting,rpt02,30/06/2015
7,Ophthalmology,Cork University Hospital,South/South West Hospital Group,A,4750,All Waiting,rpt02,30/06/2015
7,Orthopaedics,Cork University Hospital,South/South West Hospital Group,A,53,All Waiting,rpt02,30/06/2015
7,Otolaryngology (ENT),Cork University Hospital,South/South West Hospital Group,A,53,All Waiting,rpt02,30/06/2015
7,Paed Cardiology,Cork University Hospital,South/South West Hospital Group,A,28,All Waiting,rpt02,30/06/2015
7,Paed Endocrinology,Cork University Hospital,South/South West Hospital Group,A,56,All Waiting,rpt02,30/06/2015
7,Paediatric Neurology,Cork University Hospital,South/South West Hospital Group,A,262,All Waiting,rpt02,30/06/2015
7,Paediatric Neurosurgery,Cork University Hospital,South/South West Hospital Group,A,12,All Waiting,rpt02,30/06/2015
7,Paediatric Respiratory ,Cork University Hospital,South/South West Hospital Group,A,72,All Waiting,rpt02,30/06/2015
7,Paediatrics,Cork University Hospital,South/South West Hospital Group,A,1099,All Waiting,rpt02,30/06/2015
7,Plastic Surgery,Cork University Hospital,South/South West Hospital Group,A,1316,All Waiting,rpt02,30/06/2015
7,Rehabilitation Medicine,Cork University Hospital,South/South West Hospital Group,A,7,All Waiting,rpt02,30/06/2015
7,Respiratory Medicine,Cork University Hospital,South/South West Hospital Group,A,448,All Waiting,rpt02,30/06/2015
7,Rheumatology,Cork University Hospital,South/South West Hospital Group,A,992,All Waiting,rpt02,30/06/2015
7,Urology,Cork University Hospital,South/South West Hospital Group,A,1306,All Waiting,rpt02,30/06/2015
7,Vascular Surgery,Cork University Hospital,South/South West Hospital Group,A,623,All Waiting,rpt02,30/06/2015
7,Small Volume Specialities,Cork University Hospital,South/South West Hospital Group,A,3,All Waiting,rpt02,30/06/2015
23,Anaesthetics ,Croom Orthopaedic Hospital,University of Limerick Hospital Group,A,7,All Waiting,rpt02,30/06/2015
23,Orthopaedics ,Croom Orthopaedic Hospital,University of Limerick Hospital Group,A,3800,All Waiting,rpt02,30/06/2015
23,Rheumatology ,Croom Orthopaedic Hospital,University of Limerick Hospital Group,A,260,All Waiting,rpt02,30/06/2015
21,Gastro-Enterology,Ennis Hospital,University of Limerick Hospital Group,A,53,All Waiting,rpt02,30/06/2015
21,General Medicine,Ennis Hospital,University of Limerick Hospital Group,A,310,All Waiting,rpt02,30/06/2015
21,General Surgery,Ennis Hospital,University of Limerick Hospital Group,A,506,All Waiting,rpt02,30/06/2015
21,Gynaecology,Ennis Hospital,University of Limerick Hospital Group,A,244,All Waiting,rpt02,30/06/2015
21,Otolaryngology (ENT),Ennis Hospital,University of Limerick Hospital Group,A,530,All Waiting,rpt02,30/06/2015
21,Paediatrics,Ennis Hospital,University of Limerick Hospital Group,A,205,All Waiting,rpt02,30/06/2015
21,Plastic Surgery,Ennis Hospital,University of Limerick Hospital Group,A,143,All Waiting,rpt02,30/06/2015
21,Rheumatology,Ennis Hospital,University of Limerick Hospital Group,A,144,All Waiting,rpt02,30/06/2015
8,Anaesthetics,Galway University Hospital,Saolta University Health Care Group,A,894,All Waiting,rpt02,30/06/2015
8,Cardiology,Galway University Hospital,Saolta University Health Care Group,A,1256,All Waiting,rpt02,30/06/2015
8,Cardio-Thoracic Surgery,Galway University Hospital,Saolta University Health Care Group,A,13,All Waiting,rpt02,30/06/2015
8,Clinical Immunology,Galway University Hospital,Saolta University Health Care Group,A,427,All Waiting,rpt02,30/06/2015
8,Clinical Pharmacology,Galway University Hospital,Saolta University Health Care Group,A,15,All Waiting,rpt02,30/06/2015
8,Dermatology,Galway University Hospital,Saolta University Health Care Group,A,2037,All Waiting,rpt02,30/06/2015
8,Endocrinology,Galway University Hospital,Saolta University Health Care Group,A,94,All Waiting,rpt02,30/06/2015
8,Gastro-Enterology,Galway University Hospital,Saolta University Health Care Group,A,767,All Waiting,rpt02,30/06/2015
8,General Medicine,Galway University Hospital,Saolta University Health Care Group,A,1349,All Waiting,rpt02,30/06/2015
8,General Surgery,Galway University Hospital,Saolta University Health Care Group,A,1911,All Waiting,rpt02,30/06/2015
8,Geriatric Medicine,Galway University Hospital,Saolta University Health Care Group,A,81,All Waiting,rpt02,30/06/2015
8,Gynaecology,Galway University Hospital,Saolta University Health Care Group,A,2465,All Waiting,rpt02,30/06/2015
8,Haematology,Galway University Hospital,Saolta University Health Care Group,A,220,All Waiting,rpt02,30/06/2015
8,Infectious Diseases,Galway University Hospital,Saolta University Health Care Group,A,18,All Waiting,rpt02,30/06/2015
8,Nephrology,Galway University Hospital,Saolta University Health Care Group,A,359,All Waiting,rpt02,30/06/2015
8,Neurology,Galway University Hospital,Saolta University Health Care Group,A,1604,All Waiting,rpt02,30/06/2015
8,Oncology,Galway University Hospital,Saolta University Health Care Group,A,24,All Waiting,rpt02,30/06/2015
8,Ophthalmology,Galway University Hospital,Saolta University Health Care Group,A,1407,All Waiting,rpt02,30/06/2015
8,Oral Surgery,Galway University Hospital,Saolta University Health Care Group,A,1543,All Waiting,rpt02,30/06/2015
8,Orthopaedics,Galway University Hospital,Saolta University Health Care Group,A,5200,All Waiting,rpt02,30/06/2015
8,Otolaryngology (ENT),Galway University Hospital,Saolta University Health Care Group,A,4224,All Waiting,rpt02,30/06/2015
8,Paediatrics,Galway University Hospital,Saolta University Health Care Group,A,1271,All Waiting,rpt02,30/06/2015
8,Pathology,Galway University Hospital,Saolta University Health Care Group,A,8,All Waiting,rpt02,30/06/2015
8,Plastic Surgery,Galway University Hospital,Saolta University Health Care Group,A,2683,All Waiting,rpt02,30/06/2015
8,Respiratory Medicine,Galway University Hospital,Saolta University Health Care Group,A,755,All Waiting,rpt02,30/06/2015
8,Rheumatology,Galway University Hospital,Saolta University Health Care Group,A,1603,All Waiting,rpt02,30/06/2015
8,Urology,Galway University Hospital,Saolta University Health Care Group,A,3094,All Waiting,rpt02,30/06/2015
8,Vascular Surgery,Galway University Hospital,Saolta University Health Care Group,A,1909,All Waiting,rpt02,30/06/2015
9,Cardiology,Kerry General Hospital,South/South West Hospital Group,A,336,All Waiting,rpt02,30/06/2015
9,Dermatology,Kerry General Hospital,South/South West Hospital Group,A,374,All Waiting,rpt02,30/06/2015
9,Diabetes Mellitus,Kerry General Hospital,South/South West Hospital Group,A,48,All Waiting,rpt02,30/06/2015
9,Endocrinology,Kerry General Hospital,South/South West Hospital Group,A,33,All Waiting,rpt02,30/06/2015
9,Gastro-Enterology,Kerry General Hospital,South/South West Hospital Group,A,13,All Waiting,rpt02,30/06/2015
9,General Medicine,Kerry General Hospital,South/South West Hospital Group,A,379,All Waiting,rpt02,30/06/2015
9,General Surgery,Kerry General Hospital,South/South West Hospital Group,A,1538,All Waiting,rpt02,30/06/2015
9,Geriatric Medicine,Kerry General Hospital,South/South West Hospital Group,A,31,All Waiting,rpt02,30/06/2015
9,Gynaecology,Kerry General Hospital,South/South West Hospital Group,A,546,All Waiting,rpt02,30/06/2015
9,Nephrology,Kerry General Hospital,South/South West Hospital Group,A,6,All Waiting,rpt02,30/06/2015
9,Neurology,Kerry General Hospital,South/South West Hospital Group,A,290,All Waiting,rpt02,30/06/2015
9,Orthopaedics,Kerry General Hospital,South/South West Hospital Group,A,1932,All Waiting,rpt02,30/06/2015
9,Otolaryngology (ENT),Kerry General Hospital,South/South West Hospital Group,A,1145,All Waiting,rpt02,30/06/2015
9,Paediatrics,Kerry General Hospital,South/South West Hospital Group,A,217,All Waiting,rpt02,30/06/2015
9,Plastic Surgery,Kerry General Hospital,South/South West Hospital Group,A,144,All Waiting,rpt02,30/06/2015
9,Rheumatology,Kerry General Hospital,South/South West Hospital Group,A,599,All Waiting,rpt02,30/06/2015
10,Anaesthetics,Letterkenny General Hospital,Saolta University Health Care Group,A,45,All Waiting,rpt02,30/06/2015
10,Cardiology,Letterkenny General Hospital,Saolta University Health Care Group,A,743,All Waiting,rpt02,30/06/2015
10,Dermatology,Letterkenny General Hospital,Saolta University Health Care Group,A,626,All Waiting,rpt02,30/06/2015
10,General Medicine,Letterkenny General Hospital,Saolta University Health Care Group,A,2107,All Waiting,rpt02,30/06/2015
10,General Surgery,Letterkenny General Hospital,Saolta University Health Care Group,A,1801,All Waiting,rpt02,30/06/2015
10,Geriatric Medicine,Letterkenny General Hospital,Saolta University Health Care Group,A,116,All Waiting,rpt02,30/06/2015
10,Gynaecology,Letterkenny General Hospital,Saolta University Health Care Group,A,1502,All Waiting,rpt02,30/06/2015
10,Haematology,Letterkenny General Hospital,Saolta University Health Care Group,A,110,All Waiting,rpt02,30/06/2015
10,Maxillo-Facial,Letterkenny General Hospital,Saolta University Health Care Group,A,486,All Waiting,rpt02,30/06/2015
10,Nephrology,Letterkenny General Hospital,Saolta University Health Care Group,A,132,All Waiting,rpt02,30/06/2015
10,Neurology,Letterkenny General Hospital,Saolta University Health Care Group,A,321,All Waiting,rpt02,30/06/2015
10,Oncology,Letterkenny General Hospital,Saolta University Health Care Group,A,31,All Waiting,rpt02,30/06/2015
10,Orthopaedics,Letterkenny General Hospital,Saolta University Health Care Group,A,2326,All Waiting,rpt02,30/06/2015
10,Otolaryngology (ENT),Letterkenny General Hospital,Saolta University Health Care Group,A,2639,All Waiting,rpt02,30/06/2015
10,Paediatrics,Letterkenny General Hospital,Saolta University Health Care Group,A,417,All Waiting,rpt02,30/06/2015
10,Urology,Letterkenny General Hospital,Saolta University Health Care Group,A,839,All Waiting,rpt02,30/06/2015
12,Endocrinology,Louth County Hospital,RCSI Hospitals Group,A,380,All Waiting,rpt02,30/06/2015
12,General Medicine,Louth County Hospital,RCSI Hospitals Group,A,76,All Waiting,rpt02,30/06/2015
12,General Surgery,Louth County Hospital,RCSI Hospitals Group,A,422,All Waiting,rpt02,30/06/2015
12,Gynaecology,Louth County Hospital,RCSI Hospitals Group,A,395,All Waiting,rpt02,30/06/2015
12,Ophthalmology,Louth County Hospital,RCSI Hospitals Group,A,148,All Waiting,rpt02,30/06/2015
12,Orthopaedics,Louth County Hospital,RCSI Hospitals Group,A,697,All Waiting,rpt02,30/06/2015
12,Paediatrics,Louth County Hospital,RCSI Hospitals Group,A,107,All Waiting,rpt02,30/06/2015
12,Urology,Louth County Hospital,RCSI Hospitals Group,A,69,All Waiting,rpt02,30/06/2015
13,General Medicine,Mallow General Hospital,South/South West Hospital Group,A,1383,All Waiting,rpt02,30/06/2015
13,General Surgery,Mallow General Hospital,South/South West Hospital Group,A,355,All Waiting,rpt02,30/06/2015
13,Geriatric Medicine,Mallow General Hospital,South/South West Hospital Group,A,83,All Waiting,rpt02,30/06/2015
13,Otolaryngology (ENT),Mallow General Hospital,South/South West Hospital Group,A,672,All Waiting,rpt02,30/06/2015
13,Small Volume Specialities,Mallow General Hospital,South/South West Hospital Group,A,1,All Waiting,rpt02,30/06/2015
14,Cardiology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,1231,All Waiting,rpt02,30/06/2015
14,Cardio-Thoracic Surgery,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,96,All Waiting,rpt02,30/06/2015
14,Clinical (Medical) Genetics,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,288,All Waiting,rpt02,30/06/2015
14,Dermatology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,2448,All Waiting,rpt02,30/06/2015
14,Endocrinology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,485,All Waiting,rpt02,30/06/2015
14,Gastro-Enterology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,880,All Waiting,rpt02,30/06/2015
14,General Medicine,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,7,All Waiting,rpt02,30/06/2015
14,General Surgery,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,2140,All Waiting,rpt02,30/06/2015
14,Geriatric Medicine,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,111,All Waiting,rpt02,30/06/2015
14,Gynaecology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,137,All Waiting,rpt02,30/06/2015
14,Haematology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,558,All Waiting,rpt02,30/06/2015
14,Infectious Diseases,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,53,All Waiting,rpt02,30/06/2015
14,Metabolic Medicine,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,68,All Waiting,rpt02,30/06/2015
14,Nephrology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,137,All Waiting,rpt02,30/06/2015
14,Neurology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,1110,All Waiting,rpt02,30/06/2015
14,Oncology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,17,All Waiting,rpt02,30/06/2015
14,Ophthalmology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,3707,All Waiting,rpt02,30/06/2015
14,Orthopaedics,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,1904,All Waiting,rpt02,30/06/2015
14,Otolaryngology (ENT),Mater Misericordiae University Hospital,Ireland East Hospital Group,A,1930,All Waiting,rpt02,30/06/2015
14,Pain Relief,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,534,All Waiting,rpt02,30/06/2015
14,Plastic Surgery,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,1407,All Waiting,rpt02,30/06/2015
14,Psychiatry,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,34,All Waiting,rpt02,30/06/2015
14,Radiology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,8,All Waiting,rpt02,30/06/2015
14,Respiratory Medicine,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,595,All Waiting,rpt02,30/06/2015
14,Rheumatology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,865,All Waiting,rpt02,30/06/2015
14,Urology,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,1215,All Waiting,rpt02,30/06/2015
14,Vascular Surgery,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,388,All Waiting,rpt02,30/06/2015
14,Small Volume Specialities,Mater Misericordiae University Hospital,Ireland East Hospital Group,A,6,All Waiting,rpt02,30/06/2015
15,Dermatology,Mayo General Hospital,Saolta University Health Care Group,A,570,All Waiting,rpt02,30/06/2015
15,Endocrinology,Mayo General Hospital,Saolta University Health Care Group,A,5,All Waiting,rpt02,30/06/2015
15,General Medicine,Mayo General Hospital,Saolta University Health Care Group,A,1484,All Waiting,rpt02,30/06/2015
15,General Surgery,Mayo General Hospital,Saolta University Health Care Group,A,638,All Waiting,rpt02,30/06/2015
15,Geriatric Medicine,Mayo General Hospital,Saolta University Health Care Group,A,9,All Waiting,rpt02,30/06/2015
15,Gynaecology,Mayo General Hospital,Saolta University Health Care Group,A,110,All Waiting,rpt02,30/06/2015
15,Haematology,Mayo General Hospital,Saolta University Health Care Group,A,55,All Waiting,rpt02,30/06/2015
15,Nephrology,Mayo General Hospital,Saolta University Health Care Group,A,142,All Waiting,rpt02,30/06/2015
15,Obstetrics,Mayo General Hospital,Saolta University Health Care Group,A,17,All Waiting,rpt02,30/06/2015
15,Orthopaedics,Mayo General Hospital,Saolta University Health Care Group,A,674,All Waiting,rpt02,30/06/2015
15,Otolaryngology (ENT),Mayo General Hospital,Saolta University Health Care Group,A,1676,All Waiting,rpt02,30/06/2015
15,Paediatrics,Mayo General Hospital,Saolta University Health Care Group,A,339,All Waiting,rpt02,30/06/2015
15,Urology,Mayo General Hospital,Saolta University Health Care Group,A,227,All Waiting,rpt02,30/06/2015
15,Small Volume Specialities,Mayo General Hospital,Saolta University Health Care Group,A,2,All Waiting,rpt02,30/06/2015
16,Cardiology,Mercy University Hospital,South/South West Hospital Group,A,586,All Waiting,rpt02,30/06/2015
16,Endocrinology,Mercy University Hospital,South/South West Hospital Group,A,34,All Waiting,rpt02,30/06/2015
16,Gastro-Enterology,Mercy University Hospital,South/South West Hospital Group,A,823,All Waiting,rpt02,30/06/2015
16,Gastro-Intestinal Surgery,Mercy University Hospital,South/South West Hospital Group,A,234,All Waiting,rpt02,30/06/2015
16,General Medicine,Mercy University Hospital,South/South West Hospital Group,A,69,All Waiting,rpt02,30/06/2015
16,General Surgery,Mercy University Hospital,South/South West Hospital Group,A,557,All Waiting,rpt02,30/06/2015
16,Geriatric Medicine,Mercy University Hospital,South/South West Hospital Group,A,73,All Waiting,rpt02,30/06/2015
16,Haematology,Mercy University Hospital,South/South West Hospital Group,A,45,All Waiting,rpt02,30/06/2015
16,Hepato-Biliary Surgery,Mercy University Hospital,South/South West Hospital Group,A,37,All Waiting,rpt02,30/06/2015
16,Neurology,Mercy University Hospital,South/South West Hospital Group,A,250,All Waiting,rpt02,30/06/2015
